STATUS | wrapper  | 2017/07/29 18:08:13 | --> Wrapper Started as Daemon
STATUS | wrapper  | 2017/07/29 18:08:13 | Launching a JVM...
INFO   | jvm 1    | 2017/07/29 18:08:18 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2017/07/29 18:08:18 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2017/07/29 18:08:18 | 
INFO   | jvm 1    | 2017/07/29 18:08:18 | 
INFO   | jvm 1    | 2017/07/29 18:08:18 | WARNING - Unable to load the Wrapper's native library because none of the
INFO   | jvm 1    | 2017/07/29 18:09:01 |  INFO | No Spring WebApplicationInitializer types detected on classpath
INFO   | jvm 1    | 2017/07/29 18:09:11 |  INFO | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml
INFO   | jvm 1    | 2017/07/29 18:33:54 |  WARN | Illegal character 0x16 in state=START for buffer HeapByteBuffer@9a33f70[p=1,l=148,c=16384,r=147]={\x16<<<\x03\x01\x00\x8f\x01\x00\x00\x8b\x03\x03*c\xEf\xDe6$\xA9...\x02\x01\x00\x00\n\x00\x08\x00\x06\x00\x1d\x00\x17\x00\x18>>>\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00}
INFO   | jvm 1    | 2017/07/29 18:33:54 |  WARN | badMessage: 400 Illegal character 0x16 for HttpChannelOverHttp@7b387948{r=0,c=false,a=IDLE,uri=}
INFO   | jvm 1    | 2017/07/29 18:33:54 |  WARN | Illegal character 0x16 in state=START for buffer HeapByteBuffer@9a33f70[p=1,l=114,c=16384,r=113]={\x16<<<\x03\x01\x00m\x01\x00\x00i\x03\x02\x90u\x12\xAf\x93\xD5\xE7...\x02\x01\x00\x00\n\x00\x08\x00\x06\x00\x1d\x00\x17\x00\x18>>>\x05\x00\x05\x01\x00\x00\x00\x00\x00\x12\x00\x00uP\x00\x00\x00...\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00}
INFO   | jvm 1    | 2017/07/29 18:33:54 |  WARN | badMessage: 400 Illegal character 0x16 for HttpChannelOverHttp@39708562{r=0,c=false,a=IDLE,uri=}
INFO   | jvm 1    | 2017/07/29 18:34:44 |  WARN | Transport Connection to: ws://127.0.0.1:51811 failed: java.io.IOException: Topic name given had invliad length.
INFO   | jvm 1    | 2017/07/29 18:34:49 |  WARN | Transport Connection to: ws://127.0.0.1:51812 failed: java.io.IOException: Topic name given had invliad length.
INFO   | jvm 1    | 2017/07/29 18:35:18 |  WARN | Transport Connection to: ws://127.0.0.1:51823 failed: java.io.IOException: Topic name given had invliad length.
INFO   | jvm 1    | 2017/07/29 18:35:41 |  WARN | Transport Connection to: ws://127.0.0.1:51841 failed: java.io.IOException: Topic name given had invliad length.
INFO   | jvm 1    | 2017/07/29 18:35:43 |  WARN | Transport Connection to: ws://127.0.0.1:51842 failed: java.io.IOException: Topic name given had invliad length.
INFO   | jvm 1    | 2017/07/29 18:36:05 |  WARN | Transport Connection to: ws://0:0:0:0:0:0:0:1:51852 failed: java.io.IOException: Topic name given had invliad length.
INFO   | jvm 1    | 2017/07/29 18:36:06 |  WARN | Transport Connection to: ws://0:0:0:0:0:0:0:1:51853 failed: java.io.IOException: Topic name given had invliad length.
INFO   | jvm 1    | 2017/07/29 18:43:26 |  WARN | Transport Connection to: ws://0:0:0:0:0:0:0:1:52294 failed: java.io.IOException: Topic name given had invliad length.
INFO   | jvm 1    | 2017/07/29 18:44:06 |  INFO | Connector vm://localhost started
INFO   | jvm 1    | 2017/07/29 19:11:30 |  WARN | Transport Connection to: ws://0:0:0:0:0:0:0:1:52697 failed: org.apache.activemq.transport.InactivityIOException: Channel was inactive for too (>30000) long: ws://0:0:0:0:0:0:0:1:52697
INFO   | jvm 1    | 2017/07/29 19:22:25 |  INFO | Connector vm://localhost stopped
INFO   | jvm 1    | 2017/07/29 20:01:02 |  INFO | Connector vm://localhost started
INFO   | jvm 1    | 2017/07/29 20:23:09 |  WARN | Transport Connection to: ws://0:0:0:0:0:0:0:1:54327 failed: org.apache.activemq.transport.InactivityIOException: Channel was inactive for too (>30000) long: ws://0:0:0:0:0:0:0:1:54327
INFO   | jvm 1    | 2017/07/29 20:28:01 |  WARN | Transport Connection to: ws://0:0:0:0:0:0:0:1:54446 failed: org.apache.activemq.transport.InactivityIOException: Channel was inactive for too (>30000) long: ws://0:0:0:0:0:0:0:1:54446
INFO   | jvm 1    | 2017/07/29 20:33:57 |  INFO | Connector vm://localhost stopped
INFO   | jvm 1    | 2017/07/29 20:53:28 |  INFO | Connector vm://localhost started
INFO   | jvm 1    | 2017/07/29 20:59:03 |  WARN | Transport Connection to: ws://192.168.0.101:54983 failed: org.apache.activemq.transport.InactivityIOException: Channel was inactive for too (>30000) long: ws://192.168.0.101:54983
INFO   | jvm 1    | 2017/07/29 21:00:35 |  WARN | Transport Connection to: ws://192.168.0.105:61211 failed: org.apache.activemq.transport.InactivityIOException: Channel was inactive for too (>30000) long: ws://192.168.0.105:61211
INFO   | jvm 1    | 2017/07/29 21:00:58 |  WARN | Failed to send frame MQTTFrame { type: PINGRESP, qos: AT_MOST_ONCE, dup:false }
INFO   | jvm 1    | 2017/07/29 21:00:58 | java.io.IOException: RemoteEndpoint unavailable, outgoing connection not open
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.util.IOExceptionSupport.create(IOExceptionSupport.java:46)[activemq-client-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.ws.jetty9.MQTTSocket.sendToMQTT(MQTTSocket.java:61)[activemq-http-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTProtocolConverter.sendToMQTT(MQTTProtocolConverter.java:186)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTProtocolConverter.onMQTTCommand(MQTTProtocolConverter.java:200)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.ws.jetty9.MQTTSocket.onFrame(MQTTSocket.java:142)[activemq-http-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTCodec.processCommand(MQTTCodec.java:90)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTCodec.access$400(MQTTCodec.java:26)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTCodec$3.parse(MQTTCodec.java:166)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTCodec$2.parse(MQTTCodec.java:138)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTCodec.parse(MQTTCodec.java:76)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.ws.jetty9.MQTTSocket.onWebSocketBinary(MQTTSocket.java:88)[activemq-http-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.events.JettyListenerEventDriver.onBinaryMessage(JettyListenerEventDriver.java:64)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.message.SimpleBinaryMessage.messageComplete(SimpleBinaryMessage.java:68)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.events.AbstractEventDriver.appendMessage(AbstractEventDriver.java:65)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.events.JettyListenerEventDriver.onBinaryFrame(JettyListenerEventDriver.java:58)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.events.AbstractEventDriver.incomingFrame(AbstractEventDriver.java:156)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.WebSocketSession.incomingFrame(WebSocketSession.java:309)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.extensions.ExtensionStack.incomingFrame(ExtensionStack.java:214)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.Parser.notifyFrame(Parser.java:220)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.Parser.parse(Parser.java:258)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.io.AbstractWebSocketConnection.readParse(AbstractWebSocketConnection.java:632)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.io.AbstractWebSocketConnection.onFillable(AbstractWebSocketConnection.java:480)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.io.AbstractConnection$2.run(AbstractConnection.java:544)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:635)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:555)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at java.lang.Thread.run(Thread.java:745)[:1.8.0_111]
INFO   | jvm 1    | 2017/07/29 21:00:58 |  WARN | Failed to send frame MQTTFrame { type: PINGRESP, qos: AT_MOST_ONCE, dup:false }
INFO   | jvm 1    | 2017/07/29 21:00:58 | java.io.IOException: RemoteEndpoint unavailable, outgoing connection not open
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.util.IOExceptionSupport.create(IOExceptionSupport.java:46)[activemq-client-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.ws.jetty9.MQTTSocket.sendToMQTT(MQTTSocket.java:61)[activemq-http-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTProtocolConverter.sendToMQTT(MQTTProtocolConverter.java:186)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTProtocolConverter.onMQTTCommand(MQTTProtocolConverter.java:200)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.ws.jetty9.MQTTSocket.onFrame(MQTTSocket.java:142)[activemq-http-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTCodec.processCommand(MQTTCodec.java:90)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTCodec.access$400(MQTTCodec.java:26)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTCodec$3.parse(MQTTCodec.java:166)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTCodec$2.parse(MQTTCodec.java:138)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.mqtt.MQTTCodec.parse(MQTTCodec.java:76)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.apache.activemq.transport.ws.jetty9.MQTTSocket.onWebSocketBinary(MQTTSocket.java:88)[activemq-http-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.events.JettyListenerEventDriver.onBinaryMessage(JettyListenerEventDriver.java:64)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.message.SimpleBinaryMessage.messageComplete(SimpleBinaryMessage.java:68)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.events.AbstractEventDriver.appendMessage(AbstractEventDriver.java:65)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.events.JettyListenerEventDriver.onBinaryFrame(JettyListenerEventDriver.java:58)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.events.AbstractEventDriver.incomingFrame(AbstractEventDriver.java:156)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.WebSocketSession.incomingFrame(WebSocketSession.java:309)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.extensions.ExtensionStack.incomingFrame(ExtensionStack.java:214)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.Parser.notifyFrame(Parser.java:220)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.Parser.parse(Parser.java:258)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.io.AbstractWebSocketConnection.readParse(AbstractWebSocketConnection.java:632)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.websocket.common.io.AbstractWebSocketConnection.onFillable(AbstractWebSocketConnection.java:480)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.io.AbstractConnection$2.run(AbstractConnection.java:544)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.util.thread.QueuedThreadPool.runJob(QueuedThreadPool.java:635)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at org.eclipse.jetty.util.thread.QueuedThreadPool$3.run(QueuedThreadPool.java:555)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:00:58 | 	at java.lang.Thread.run(Thread.java:745)[:1.8.0_111]
INFO   | jvm 1    | 2017/07/29 21:06:53 |  WARN | Transport Connection to: ws://192.168.0.105:61255 failed: org.apache.activemq.transport.InactivityIOException: Channel was inactive for too (>30000) long: ws://192.168.0.105:61255
INFO   | jvm 1    | 2017/07/29 21:06:53 |  WARN | Failed to send frame MQTTFrame { type: PINGRESP, qos: AT_MOST_ONCE, dup:false }
INFO   | jvm 1    | 2017/07/29 21:06:53 | java.io.IOException: RemoteEndpoint unavailable, outgoing connection not open
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.util.IOExceptionSupport.create(IOExceptionSupport.java:46)[activemq-client-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.transport.ws.jetty9.MQTTSocket.sendToMQTT(MQTTSocket.java:61)[activemq-http-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.transport.mqtt.MQTTProtocolConverter.sendToMQTT(MQTTProtocolConverter.java:186)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.transport.mqtt.MQTTProtocolConverter.onMQTTCommand(MQTTProtocolConverter.java:200)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.transport.ws.jetty9.MQTTSocket.onFrame(MQTTSocket.java:142)[activemq-http-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.transport.mqtt.MQTTCodec.processCommand(MQTTCodec.java:90)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.transport.mqtt.MQTTCodec.access$400(MQTTCodec.java:26)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.transport.mqtt.MQTTCodec$3.parse(MQTTCodec.java:166)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.transport.mqtt.MQTTCodec$2.parse(MQTTCodec.java:138)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.transport.mqtt.MQTTCodec.parse(MQTTCodec.java:76)[activemq-mqtt-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.apache.activemq.transport.ws.jetty9.MQTTSocket.onWebSocketBinary(MQTTSocket.java:88)[activemq-http-5.15.0.jar:5.15.0]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.eclipse.jetty.websocket.common.events.JettyListenerEventDriver.onBinaryMessage(JettyListenerEventDriver.java:64)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.eclipse.jetty.websocket.common.message.SimpleBinaryMessage.messageComplete(SimpleBinaryMessage.java:68)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.eclipse.jetty.websocket.common.events.AbstractEventDriver.appendMessage(AbstractEventDriver.java:65)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.eclipse.jetty.websocket.common.events.JettyListenerEventDriver.onBinaryFrame(JettyListenerEventDriver.java:58)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.eclipse.jetty.websocket.common.events.AbstractEventDriver.incomingFrame(AbstractEventDriver.java:156)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.eclipse.jetty.websocket.common.WebSocketSession.incomingFrame(WebSocketSession.java:309)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.eclipse.jetty.websocket.common.extensions.ExtensionStack.incomingFrame(ExtensionStack.java:214)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.eclipse.jetty.websocket.common.Parser.notifyFrame(Parser.java:220)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.eclipse.jetty.websocket.common.Parser.parse(Parser.java:258)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
INFO   | jvm 1    | 2017/07/29 21:06:53 | 	at org.eclipse.jetty.websocket.common.io.AbstractWebSocketConnection.readParse(AbstractWebSocketConnection.java:632)[jetty-all-9.2.22.v20170606.jar:9.2.22.v20170606]
